,Symbols,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion
3171,MPRAU,10.06,10.06,10.16,10.02,8.54k,302.85k,6.40%
3172,MBIN,45.80,41.17,49.50,26.96,83.35k,49.33k,22.80%
3173,MEAC,9.82,9.82,10.77,9.63,6.97k,41.53k,28.49%
3174,MREO,1.9582,2.7321,4.7110,1.4500,878.59k,885.47k,84.71%
3175,EBSB,21.83,20.27,25.72,13.63,415.67k,266.3k,67.67%
3176,MRBK,33.61,28.58,38.07,18.50,17.47k,12.15k,44.66%
3177,MMSI,66.08,65.16,73.85,52.43,485.73k,312.35k,99.37%
3178,LERA,,,,,,,
3179,ANNY,,,,,,,
3180,MTSM,,,,,,,
3181,MNNY,,,,,,,
3182,DOTN,,,,,,,
3183,MERB,,,,,,,
3184,MRSN,7.57,11.86,27.28,4.84,1.05M,776.49k,97.94%
3185,MESA,7.20,9.06,17.40,5.16,810.78k,587.68k,67.69%
3186,CASH,60.23,52.61,65.96,32.76,369.05k,285.31k,86.79%
3187,FB,332.19,334.91,384.33,244.61,19.7M,23.29M,80.07%
3188,MTSX,,,,,,,
3189,MTLK,0.9292,0.8031,1.4600,0.4300,440,598,0.00%
3190,MEOH,43.27,39.01,52.88,29.61,297.7k,381.04k,84.57%
3191,MTON,,,,,,,
3192,MILE,2.7486,6.2224,20.3900,2.0300,3.13M,3.32M,62.13%
3193,MCGCR,,,,,,,
3194,MDXG,7.17,9.72,15.99,5.30,904.2k,619.51k,50.54%
3195,MTIX,,,,,,,
3196,MBOT,6.22,7.15,10.69,4.31,10.18M,1.68M,21.14%
3197,MITI,0.2216,0.2544,0.6000,0.0300,389.99k,440.73k,0.07%
3198,MU,79.65,79.51,96.96,65.67,25.24M,19.03M,84.07%
3199,MSFT,330.65,286.43,349.67,211.94,26.63M,26.1M,71.87%
3200,MVST,8.02,10.27,25.20,5.51,1.56M,1.46M,9.46%
3201,MVIS,7.58,12.95,28.00,4.86,4.18M,4.9M,25.13%
3202,MPB,29.98,27.77,33.89,20.74,74.63k,48.9k,42.43%
3203,MOFG,32.30,30.64,34.65,23.88,36.41k,27.66k,64.59%
3204,MBCN,25.56,23.81,27.77,18.64,12.73k,13.92k,31.70%
3205,MBHI,,,,,,,
3206,OSKY,,,,,,,
3207,MIST,6.01,5.80,9.03,5.09,44.21k,36.63k,74.34%
3208,SMCGU,,,,,,,
3209,TIGO,32.60,37.88,46.18,26.18,123.7k,56.79k,19.14%
3210,MNMD,2.1201,2.7680,5.7700,1.4580,3.53M,3.78M,0.77%
3211,NERV,1.1324,1.9806,3.7500,0.8050,461.1k,581.69k,58.66%
3212,YGMZ,2.3726,3.7091,58.0000,1.5200,2.19M,501.34k,0.12%
3213,MEOA,9.96,9.96,10.04,9.91,6.2k,75.99k,6.64%
3214,MGEN,,,,,,,
3215,MIRM,15.15,16.72,22.14,12.82,129.08k,168.44k,78.65%
3216,MSSN,,,,,,,
3217,MITK,17.73,18.14,23.29,13.52,431.49k,406.44k,69.36%
3218,MITSY,457.37,451.08,502.81,357.73,4.39k,2.97k,0.06%
3219,MMABD,,,,,,,
3220,MOSY,5.1707,5.0826,10.7500,2.3100,200.26k,451.47k,17.02%
3221,MOBL,7.04,6.56,7.40,2.94,N/A,1.59M,N/A
3222,MMPT,,,,,,,
3223,MRNA,287.25,272.78,497.49,103.26,10.58M,12.84M,57.87%
3224,MOGO,4.8714,6.3156,12.2900,3.0400,1.53M,1.29M,14.30%
3225,MDCC,,,,,,,
3226,MTEM,4.6656,7.1645,15.1900,3.3000,408.95k,261.75k,82.01%
3227,MNTA,,,,,,,
3228,MNTS,8.0970,10.5519,29.1800,4.1100,537.16k,452.85k,N/A
3229,MCRI,70.11,67.52,76.00,50.01,72.04k,48.78k,66.80%
3230,MDLZ,62.06,61.62,66.54,52.91,7.16M,6.54M,78.44%
3231,MGI,6.61,8.18,12.36,5.06,2.91M,2.9M,71.30%
3232,MNRTA,,,,,,,
3233,MGRM,,,,,,,
3234,MNPR,4.4156,5.2106,17.0100,3.0200,29.56k,27.51k,1.48%
3235,MNRO,59.61,61.49,72.67,52.26,269.32k,191.12k,114.01%
3236,MNST,88.86,92.23,99.89,80.92,2.15M,2.34M,65.66%
3237,GLUE,21.10,24.70,45.56,15.67,174.71k,137.7k,N/A
3238,MONCU,10.02,10.00,10.50,9.72,880,6.01k,25.69%
3239,NAPX,,,,,,,
3240,MFUN,,,,,,,
3241,NBXZ,,,,,,,
3242,NDDM,,,,,,,
3243,MHGC,,,,,,,
3244,MORN,318.17,268.81,350.21,213.55,132.47k,89.19k,54.13%
3245,MOTAW,,,,,,,
3246,MPAA,18.57,20.94,26.42,15.84,180.68k,86.44k,98.88%
3247,MCAC,,,,,,,
3248,MCAD,10.00,9.95,12.99,8.50,939.51k,101.27k,27.87%
3249,MCAF,9.84,9.81,10.00,9.60,2.98k,30.11k,N/A
3250,MCAG,9.73,9.73,9.82,9.71,11.08k,79.48k,N/A
3251,MCAAU,10.20,10.20,10.30,10.10,40.17k,412.34k,N/A
3252,MOVED,,,,,,,
3253,MOXC,5.0426,9.3717,31.3800,1.3000,439.68k,226.44k,18.83%
3254,MROI,,,,,,,
3255,MTCT,,,,,,,
3256,MTMCD,,,,,,,
3257,MUDS,9.95,11.09,18.78,9.69,112.24k,112.23k,68.70%
3258,MBNDD,,,,,,,
3259,GRIL,1.0992,1.3164,3.7000,0.6700,1.51M,2.87M,5.25%
3260,MYMD,7.61,6.18,10.48,3.30,103.13k,167.1k,17.26%
3261,MYND,,,,,,,
3262,MYRXV,,,,,,,
3263,NBTB,37.40,37.17,42.79,31.02,190.74k,116.94k,56.03%
3264,NTGR,29.11,34.88,46.38,26.07,393.53k,357.59k,104.22%
3265,NGM,18.94,22.00,32.12,14.90,490.42k,306.65k,69.65%
3266,NLSP,1.8081,2.7447,7.3500,1.1000,505.86k,859.98k,0.59%
3267,NNBR,4.9012,6.2210,9.6200,3.8400,212.47k,168.05k,87.25%
3268,NVEEU,,,,,,,
3269,NVDA,290.06,209.15,346.47,115.67,50.11M,42.36M,66.46%
3270,NXTD,3.2002,6.8939,34.4000,2.3500,9.47M,4.42M,18.58%
3271,NAKD,8.88,9.29,51.00,2.87,6.23M,4.15M,0.22%
3272,NSTG,43.58,55.57,86.42,35.24,527.94k,569.24k,108.42%
3273,NSPH,,,,,,,
3274,NH,1.3619,2.0990,5.4500,0.9210,162.55k,105.75k,20.75%
3275,NARA,,,,,,,
3276,NPSN,,,,,,,
3277,NATHW,,,,,,,
3278,FIZZ,54.63,49.84,98.21,38.73,278.89k,264.26k,26.99%
3279,NCOCD,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3280,NADX,,,,,,,
3281,NHLD,,,,,,,
3282,NATI,42.95,42.17,47.40,38.10,539.88k,726.82k,90.64%
3283,NRCIB,,,,,,,
3284,NSEC,10.18,10.69,13.25,8.91,1.16k,324,2.54%
3285,EYE,52.73,52.19,65.92,41.58,468.87k,731.8k,116.61%
3286,NMHC,,,,,,,
3287,NHTC,7.16,7.10,8.75,4.91,14.78k,26.34k,13.19%
3288,NATR,17.39,17.91,21.50,13.85,82.84k,77.57k,80.66%
3289,NTUS,24.69,25.77,29.70,19.93,197.42k,120.28k,98.82%
3290,NAUT,5.26,8.35,25.89,4.41,661.18k,446.32k,47.26%
3291,ISM,,,,,,,
3292,NAVI,20.35,19.29,23.80,9.87,2.08M,1.84M,88.48%
3293,BULKW,,,,,,,
3294,NCRI,,,,,,,
3295,NCRX,,,,,,,
3296,NMRD,5.3002,7.4260,17.4000,3.7100,42.86k,32.8k,4.55%
3297,NEO,38.38,43.60,61.57,29.66,1.14M,983.84k,95.90%
3298,NEOG,42.90,44.06,48.85,38.62,645.58k,344.62k,95.48%
3299,NTGN,,,,,,,
3300,NEON,9.56,7.63,12.42,4.56,41.2k,111.47k,7.20%
3301,NVCN,0.6876,0.8218,2.6000,0.4500,488.41k,433.7k,12.31%
3302,NEPH,7.18,8.08,11.67,5.88,23.82k,9.32k,52.22%
3303,NRDS,19.77,19.77,34.44,13.88,428.72k,914.47k,24.70%
3304,UEPS,5.20,4.94,6.97,3.84,421.22k,228.71k,48.09%
3305,NTBK,,,,,,,
3306,NTAP,89.83,83.45,94.69,58.83,1.38M,1.54M,94.47%
3307,NTGRV,,,,,,,
3308,NETL,,,,,,,
3309,NTCT,30.95,28.77,34.87,24.82,474.95k,738.42k,97.66%
3310,NTST,22.96,23.14,26.92,16.63,273.06k,247.1k,98.23%
3311,NEI,,,,,,,
3312,NBSE,3.2572,4.3286,12.8900,2.5200,146.58k,156.14k,32.74%
3313,NRBO,1.6534,2.9729,7.6090,1.2000,169.4k,563.71k,30.77%
3314,NMTC,2.4877,5.0233,13.5000,1.8800,70.99k,124.5k,18.82%
3315,NRMX,,,,,,,
3316,NUROD,,,,,,,
3317,NPCE,12.32,18.82,27.38,8.29,37.28k,53.22k,21.47%
3318,NEBSD,,,,,,,
3319,NOOF,,,,,,,
3320,NMFC,13.72,13.32,14.11,11.15,409.3k,256.22k,32.83%
3321,NPAB,,,,,,,
3322,NVSA,9.76,9.72,10.31,9.61,45.21k,52.86k,51.28%
3323,NBEV,1.3062,1.8933,4.5500,1.0000,969.92k,1.37M,24.57%
3324,NHICU,9.99,9.99,10.10,9.64,3.42k,87.11k,N/A
3325,NEWA,3.5155,3.4936,5.5300,3.0000,N/A,352.69k,1.12%
3326,NBSTW,N/A,N/A,0.5301,0.5001,N/A,N/A,N/A
3327,NCAC,9.94,9.94,10.00,9.88,5.51k,4.64k,N/A
3328,NEGG,14.36,14.93,79.07,4.10,570.08k,1.38M,0.31%
3329,NUWE,1.6410,3.5425,12.3800,1.0700,231.73k,359.99k,26.22%
3330,NMRK,16.14,13.39,18.48,6.56,1.36M,1.13M,64.70%
3331,NEWP,3.2850,4.0392,7.3000,2.3800,246.09k,156.94k,14.64%
3332,NWSA,22.63,24.40,27.97,17.75,2.69M,3.16M,101.45%
3333,NEWTI,,,,,,,
3334,NEWTL,25.29,25.43,26.88,25.01,1.27k,2.89k,N/A
3335,NEXI,8.8100,14.1782,28.0000,4.0200,89.79k,49.62k,46.94%
3336,NEXM,,,,,,,
3337,NXST,155.95,150.23,171.16,106.67,386.48k,324.71k,100.01%
3338,NEXT,3.3990,3.0528,6.1300,1.6500,363.51k,426.37k,81.80%
3339,NGCA,10.02,9.96,10.80,8.98,857.28k,624.19k,42.17%
3340,NN,8.83,9.72,15.32,6.11,271.55k,304.42k,77.61%
3341,GDEV,8.18,9.21,13.25,6.40,18.89k,55.88k,64.63%
3342,NGAS,,,,,,,
3343,NCBS,75.87,76.09,88.67,66.26,124.03k,63.17k,41.66%
3344,NKLA,11.25,12.37,30.40,8.86,20.94M,12.47M,20.78%
3345,NINE,1.5184,2.0938,4.0350,0.7940,322.77k,255.84k,62.43%
3346,NMSS,,,,,,,
3347,NOBH,32.85,33.16,53.00,24.00,20,235,16.26%
3348,NRAC,9.74,9.71,10.00,9.60,20.62k,19.16k,67.30%
3349,NDLS,11.13,11.72,13.55,7.42,346.61k,276.65k,87.30%
3350,NTK,,,,,,,
3351,NAAC,9.76,9.75,9.99,9.50,79.1k,64.79k,67.58%
3352,NCEB,,,,,,,
3353,NOVB,,,,,,,
3354,NECB,11.00,11.30,12.69,10.02,91.06k,67.75k,13.00%
3355,NWE,56.49,61.53,70.80,53.16,507.79k,515k,94.21%
3356,NREB,,,,,,,
3357,NLIT,10.04,10.01,11.13,9.76,14.57k,14.43k,7.41%
3358,NFBK,17.25,16.69,18.41,11.98,364.3k,173.18k,57.94%
3359,NRIM,44.22,43.00,48.19,31.73,27.4k,14.99k,72.21%
3360,NWBI,13.94,13.77,15.48,12.37,904.89k,591.06k,62.03%
3361,NWPX,28.10,28.78,38.08,23.11,63.84k,57.37k,86.30%
3362,NCLH,23.30,26.60,34.49,17.78,21.95M,19.7M,49.91%
3363,NVFY,2.0968,2.6193,7.4900,1.7700,35.18k,113.1k,8.57%
3364,NOVVU,10.35,10.27,11.57,9.85,150,1.4k,28.35%
3365,NOVAD,,,,,,,
3366,NOVT,169.03,147.79,184.44,116.55,143.71k,125.92k,97.53%
3367,NVLD,,,,,,,
3368,NVOS,1.5280,2.1178,14.9800,1.2000,37.47k,70.72k,2.28%
3369,NVMM,,,,,,,
3370,NSDB,,,,,,,
3371,NTLI,,,,,,,
3372,NUAN,55.14,53.67,55.55,39.90,5.81M,4.18M,107.09%
3373,NMRX,,,,,,,
3374,NRIX,30.59,30.30,51.46,21.53,297.81k,320.24k,85.61%
3375,NTRI,,,,,,,
3376,NUVA,53.47,61.76,72.61,45.45,630.15k,819.62k,105.91%
3377,QQQX,29.96,29.06,31.00,25.30,98.87k,97.78k,22.06%
3378,NWIR,,,,,,,
3379,NYMX,1.5100,1.7836,3.5000,0.9500,105.94k,80.19k,2.51%
3380,NSSC,47.91,39.27,52.00,25.27,59.33k,61.8k,73.70%
3381,ZWZZT,N/A,N/A,15.00,15.00,N/A,N/A,N/A
3382,NCSM,32.56,28.55,47.97,21.64,5.11k,4.8k,77.06%
3383,NODK,19.40,19.23,21.21,16.17,9.69k,7.35k,26.05%
3384,NMIH,21.86,22.74,26.82,19.43,995.62k,514.22k,98.30%
3385,NRXP,6.8532,16.4673,64.2000,4.0700,1.87M,4.46M,3.62%
3386,NVEE,117.86,100.76,137.99,75.86,106.25k,136.39k,63.95%
3387,NVEC,69.42,70.25,81.42,56.75,33.48k,18.91k,69.19%
3388,NXPI,217.64,206.20,239.91,156.02,1.91M,2.33M,92.73%
3389,NBRV,0.9132,1.2278,3.4900,0.5190,995.2k,771.05k,6.88%
3390,NNOX,20.52,26.83,94.81,13.90,794.22k,867.04k,14.82%
3391,NAOV,1.2664,1.4152,4.1900,0.6800,479.56k,1.9M,4.47%
3392,NNSY,,,,,,,
3393,NAPS,,,,,,,
3394,NDAQ,205.83,183.83,214.96,130.70,620.4k,751.25k,75.32%
3395,NSDA,,,,,,,
3396,NTRA,102.28,106.62,129.09,82.63,634.09k,666.29k,98.24%
3397,NATH,61.11,64.79,78.89,53.96,8.35k,4.56k,48.13%
3398,NKSH,37.10,36.20,39.99,30.55,7.76k,6.53k,24.97%
3399,NCMI,3.1042,3.7708,6.1100,2.4100,554.29k,652.4k,70.96%
3400,NCOM,,,,,,,
3401,NESR,10.91,12.27,15.95,8.56,270.03k,235.42k,57.10%
3402,NHHC,,,,,,,
3403,NRCI,,,,,,,
3404,NRC,43.69,47.17,55.67,39.27,54.49k,38.92k,44.61%
3405,NWLI,219.10,225.57,260.00,180.00,5.03k,5.59k,85.92%
3406,MBLA,,,,,,,
3407,NAII,13.09,14.93,19.93,10.34,16.27k,21.37k,28.05%
3408,NOAC,9.80,9.84,11.80,9.60,66.73k,27.27k,49.72%
3409,NVSLD,,,,,,,
3410,NMARU,,,,,,,
3411,FLYR,,,,,,,
3412,NVTS,15.98,15.98,22.19,11.73,1.81M,1.94M,112.65%
3413,NNDS,,,,,,,
3414,NKTR,13.84,16.58,26.75,10.59,5.38M,2.11M,91.90%
3415,NGMS,34.26,44.08,73.54,24.53,170.76k,120.24k,22.79%
3416,NLTX,5.93,8.48,15.89,4.60,182.91k,183.8k,62.44%
3417,NMGC,0.0271,0.0189,0.2000,0.0029,15.86k,134.64k,0.00%
3418,NERX,,,,,,,
3419,NWRE,,,,,,,
3420,NEPT,0.4776,0.8828,3.6000,0.3500,1.18M,1.8M,27.42%
3421,NSTC,9.77,9.77,10.19,9.65,24.03k,115.39k,45.70%
3422,NETE,8.38,10.31,19.15,6.95,4.07M,582.47k,9.03%
3423,NTOP,,,,,,,
3424,NTWK,4.4684,4.4373,6.1200,3.7000,15.86k,35.38k,21.54%
3425,NFLX,642.79,563.90,700.99,478.54,2.53M,3.54M,83.10%
3426,NTIQ,,,,,,,
3427,NTRT,,,,,,,
3428,NTSL,,,,,,,
3429,NWK,,,,,,,
3430,NURO,7.04,7.10,38.75,2.58,157.25k,517.76k,22.46%
3431,NRSN,3.1264,3.1264,4.7000,2.3900,225.56k,489.28k,N/A
3432,NTII,0.0080,0.0043,0.0300,0.0000,N/A,213,9.42%
3433,NBIX,89.64,94.16,120.27,78.31,699.07k,784.34k,102.73%
3434,STIM,4.6724,9.6613,22.4300,3.7500,189.74k,304.68k,92.19%
3435,NBSC,,,,,,,
3436,NFE,27.04,34.40,65.90,20.75,1.12M,1.01M,42.80%
3437,NGBF,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3438,NMFCL,25.40,25.25,26.27,16.69,400,3.57k,N/A
3439,NOEC,0.0001,0.0036,0.0180,0.0001,10,1,0.03%
3440,NPABU,10.08,10.08,10.50,9.97,24.86k,275.67k,N/A
3441,NYMT,4.0534,4.3465,4.9300,3.5100,4.58M,2.89M,55.38%
3442,NHIC,9.80,9.80,9.89,9.55,3.8k,3.8k,N/A
3443,NBAC,,,,,,,
3444,NBST,9.73,9.69,9.94,9.58,5.41k,5.69k,36.63%
3445,NCACU,10.11,10.11,10.20,10.01,5.17k,336.96k,N/A
3446,NWL,22.69,25.30,30.10,20.36,3.11M,2.81M,89.22%
3447,NMRKV,,,,,,,
3448,NWS,22.71,23.54,26.21,17.59,632.26k,766.47k,37.55%
3449,NEWT,29.67,30.20,38.78,18.77,311.26k,257.3k,14.45%
3450,NEWTZ,25.74,25.85,27.67,25.05,1.18k,3.88k,N/A
3451,NXGL,3.0700,3.0700,4.6600,2.6100,769.26k,769.26k,0.00%
3452,NEXMD,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3453,NXSN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3454,NXTC,6.75,7.80,14.40,5.53,230.99k,303.37k,61.11%
3455,NXGN,16.41,16.61,23.80,13.64,459.7k,403.8k,79.52%
3456,NXTP,1.3144,2.0983,4.9900,0.7700,1.36M,6.81M,1.55%
3457,NVET,,,,,,,
3458,NISN,8.3750,11.1131,24.9400,2.9000,889.57k,300.04k,4.68%
3459,NICK,11.82,11.30,12.50,8.22,3.07k,4.33k,40.75%
3460,NDAC,9.78,9.77,11.11,9.64,114.15k,51.34k,58.54%
3461,NIKU,,,,,,,
3462,NKTX,16.19,26.61,62.71,12.46,696.68k,395.07k,80.07%
3463,NBL,,,,,,,
3464,NDSN,259.53,231.11,272.28,178.61,252.73k,166.54k,71.35%
3465,NSYS,10.36,9.30,14.20,5.45,1.41k,7.36k,5.47%
3466,NASM,,,,,,,
3467,FFFD,,,,,,,
3468,NMMC,9.82,9.81,11.35,9.68,43.46k,89.79k,79.75%
3469,NOVBD,,,,,,,
3470,NVACU,10.02,10.02,10.05,10.01,271.33k,271.33k,N/A
3471,NBN,34.31,31.50,38.31,22.36,27k,24.79k,61.79%
3472,NOGEX,,,,,,,
3473,NTIC,15.46,16.49,21.50,10.27,10.22k,7.75k,36.13%
3474,NTRS,121.02,115.26,126.73,88.20,616.43k,704.18k,83.54%
3475,NWFI,,,,,,,
3476,NWBOW,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3477,NLOK,25.25,25.18,28.92,19.41,3.41M,3.7M,100.03%
3478,NWFL,26.39,25.79,29.50,23.00,6.47k,8.42k,13.29%
3479,NVMI,125.01,104.14,148.94,69.38,147.33k,163.55k,85.37%
3480,NOVV,9.92,9.90,9.98,9.80,1.09k,22.83k,15.76%
3481,NOVA,36.52,35.00,57.70,24.63,2.71M,2.2M,102.76%
3482,NOVN,5.5992,9.1721,25.9000,3.9100,264.52k,251.16k,10.31%
3483,NVAX,173.69,192.82,331.68,109.01,7.97M,5.93M,50.20%
3484,NOVI,,,,,,,
3485,NVCR,98.54,148.34,232.76,77.80,605.24k,595.33k,75.89%
3486,NOVS,,,,,,,
3487,NTLS,,,,,,,
3488,NTLID,,,,,,,
3489,NUZE,3.5033,3.0986,11.0000,1.9000,478.61k,3.77M,5.55%
3490,NCST,,,,,,,
3491,PATH,49.09,60.19,90.00,39.30,3.98M,4.62M,54.41%
3492,NTNX,33.91,34.03,44.50,25.15,1.92M,1.86M,78.89%
3493,NTRB,5.5131,5.8816,12.3200,3.1150,84.08k,1.45M,0.00%
3494,NUVL,22.86,25.17,40.82,17.00,143.05k,80.21k,32.19%
3495,NVEI,94.37,89.57,140.23,43.10,711.2k,691.78k,37.99%
3496,NVVE,14.18,12.23,21.82,7.01,151.46k,186.39k,26.75%
3497,NYFX,,,,,,,
3498,NYXH,21.86,26.60,37.00,19.05,3.11k,8.05k,25.69%
3499,OCAX,9.93,9.88,10.01,9.51,13.31k,29.09k,74.19%
3500,OFSSG,25.19,25.32,25.97,24.75,1.1k,1.52k,N/A
3501,OCCI,13.23,14.01,17.63,11.85,71.3k,56.98k,13.44%
3502,OLB,4.6653,5.0282,16.4000,2.5100,991.93k,4.69M,5.82%
3503,ON,59.23,45.68,70.27,32.32,6.7M,6.11M,98.85%
3504,OPBK,12.45,10.89,14.00,7.40,25.21k,29.13k,51.81%
3505,OHAAU,9.99,9.99,10.09,9.80,3.03k,133.05k,5.93%
3506,OSIS,93.38,96.24,102.24,87.97,95.91k,92.34k,98.14%
3507,OAKT,,,,,,,
3508,OCSL,7.42,6.99,7.62,5.47,1.38M,842.9k,51.33%
3509,OCSI,8.39,7.51,8.74,4.88,N/A,58.67k,N/A
3510,OMP,23.57,23.22,35.70,11.48,108.17k,200.47k,12.89%
3511,OBLG,1.4830,2.7887,6.2300,1.0000,123.98k,135.51k,52.56%
3512,RHEO,,,,,,,
3513,OBCI,9.76,11.11,15.21,7.85,12.53k,12.41k,9.68%
3514,OSHCD,,,,,,,
3515,OCFC,21.77,21.69,25.76,18.06,315.46k,241.92k,72.06%
3516,OTEC,9.97,9.92,10.06,9.67,1.27k,21.94k,5.47%
3517,CHUX,,,,,,,
3518,OFED,23.92,24.03,27.00,20.12,1.62k,829,2.39%
3519,OCUL,7.00,11.73,23.68,6.02,764.75k,1.17M,64.87%
3520,ODT,2.2652,3.3017,28.4100,1.3400,328.12k,751.98k,80.63%
3521,OMEX,6.03,6.29,8.69,4.93,27.13k,18.51k,20.35%
3522,OPINL,27.25,27.11,28.54,25.00,6.7k,14.5k,N/A
3523,OCAS,,,,,,,
3524,OVBC,28.27,25.80,32.70,21.16,3.1k,5.63k,15.24%
3525,OLPX,26.84,26.42,30.13,22.84,2.34M,2.41M,N/A
3526,OPOF,22.43,22.55,26.26,17.83,1.53k,1.61k,34.76%
3527,OLMA,19.24,26.13,54.88,8.25,577.81k,815.63k,88.55%
3528,ZEUS,23.99,27.77,40.00,13.38,128.08k,86.01k,72.24%
3529,ONAV,,,,,,,
3530,OMER,7.28,13.38,23.85,5.45,807.96k,1.67M,49.33%
3531,OLITU,10.06,10.06,10.09,9.92,9.94k,291.51k,N/A
3532,OMTH,,,,,,,
3533,ONCS,1.4632,2.8113,8.1600,0.8400,392.44k,275.34k,16.64%
3534,ONS,,,,,,,
3535,TOIIW,N/A,N/A,0.8950,0.8201,N/A,N/A,N/A
3536,ONCY,1.8226,2.4587,4.8300,1.3900,296.25k,261.94k,1.93%
3537,ONTX,3.1414,6.3886,28.9500,2.4500,367.9k,424.53k,19.44%
3538,ONCT,3.2514,4.6999,10.5600,2.2200,575.77k,525.97k,31.85%
3539,OSS,5.0094,5.4831,9.5000,3.6100,103.84k,95.64k,31.27%
3540,OSPN,18.47,22.18,29.17,15.59,346.79k,199.1k,82.35%
3541,ORCC,14.30,14.37,14.97,12.28,1.58M,1.45M,44.08%
3542,ONVI,,,,,,,
3543,ONYX,9.90,9.90,9.95,9.81,81.94k,74.78k,N/A
3544,LPRO,27.19,35.23,44.00,20.61,1.19M,927.83k,82.46%
3545,OPEN,18.65,18.23,39.24,12.65,8.82M,13.28M,63.46%
3546,OPHT,,,,,,,
3547,OPLKD,,,,,,,
3548,OPRT,23.03,22.23,27.95,15.35,186.77k,136.87k,82.32%
3549,OBAS,10.51,10.98,14.64,9.10,4.68k,1.46k,0.65%
3550,OCC,4.5520,3.8900,6.8500,2.6500,87.47k,37.94k,12.83%
3551,OPMR,,,,,,,
3552,OPRX,74.45,62.46,99.18,31.90,306.99k,352.12k,75.07%
3553,BIOS,,,,,,,
3554,OPTM,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3555,OSUR,9.71,10.26,15.94,8.25,922.53k,854.74k,92.19%
3556,ORMP,20.85,16.16,31.54,4.12,793.26k,826.07k,17.70%
3557,OEG,2.5786,3.5986,11.2000,1.8200,1.58M,2.36M,21.31%
3558,ORCD,,,,,,,
3559,OTFC,,,,,,,
3560,ORGO,10.33,15.19,24.34,7.13,1.18M,1.07M,43.10%
3561,ORGS,3.7398,4.7648,8.3000,2.5900,93.63k,77.42k,18.52%
3562,OCG,4.4506,5.0243,17.0000,2.8200,316.9k,240.01k,19.22%
3563,ORGN,6.66,7.91,14.01,5.12,808.17k,1.1M,N/A
3564,OACQR,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3565,ORIA,9.82,9.78,10.78,9.45,69.67k,16.64k,11.00%
3566,OMGI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3567,ORRF,24.17,23.74,25.91,16.28,25.35k,16.54k,45.56%
3568,KIDS,62.67,60.86,73.91,38.96,83.63k,78.5k,77.99%
3569,OSCID,,,,,,,
3570,OSMT,1.4612,2.7378,4.9500,0.9800,1.24M,1.04M,34.13%
3571,OSTE,,,,,,,
3572,OTIXD,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3573,OTIC,2.1140,2.0549,6.9830,1.1400,160.53k,236.72k,64.24%
3574,OTTR,65.94,54.51,71.51,39.35,146.06k,124.82k,55.74%
3575,OUTRV,,,,,,,
3576,OTLK,1.7106,2.1862,4.2600,0.9290,1.02M,1.36M,10.66%
3577,OVNT,,,,,,,
3578,OXAC,9.92,9.92,10.48,9.76,8.04k,60.14k,N/A
3579,OXLC,7.85,7.28,8.53,5.24,1.76M,1.24M,5.05%
3580,OXSQG,25.25,25.21,26.15,24.74,320,3.78k,N/A
3581,OXGNW,,,,,,,
3582,OYST,12.69,15.66,25.89,9.86,363.32k,406.83k,89.63%
3583,ORLY,655.50,589.56,710.16,424.03,425.81k,404.47k,82.41%
3584,ODP,40.70,43.18,51.40,28.55,434.33k,363.04k,88.56%
3585,OFSSI,25.21,25.31,27.22,22.75,4.32k,5.75k,N/A
3586,OFSSH,25.45,25.45,25.75,25.08,930,5.68k,N/A
3587,OFS,11.08,10.06,11.49,6.68,51.81k,43.97k,12.47%
3588,OMQS,8.66,9.13,16.00,4.16,67.64k,36.67k,9.33%
3589,STKS,13.41,11.05,16.44,3.30,129.38k,195.04k,25.84%
3590,OHAA,9.70,9.70,9.70,9.70,2.5k,2.5k,17.60%
3591,OTRA,10.10,10.05,10.50,9.75,3.55k,3.99k,97.61%
3592,OVLY,17.57,17.69,20.55,15.14,1.48k,5.8k,23.10%
3593,OAOT,,,,,,,
3594,OAS,122.11,95.46,134.84,34.58,263.33k,258.95k,104.82%
3595,OBSV,2.3382,2.7680,5.5500,1.9700,842.41k,836.89k,39.18%
3596,OCCX,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3597,OPTT,1.9176,2.2234,7.3000,1.5100,1.3M,1.31M,8.16%
3598,OSHC,,,,,,,
3599,OP,2.9333,2.9333,12.0900,1.9000,377.84k,2.99M,N/A
3600,OCRX,,,,,,,
3601,OCLR,,,,,,,
3602,OCGN,7.52,7.79,18.77,1.40,14.58M,33.95M,12.62%
3603,OCUP,3.8962,4.6197,13.8100,3.1900,330.88k,1.83M,11.87%
3604,ODSY,,,,,,,
3605,OPINI,,,,,,,
3606,OLCB,,,,,,,
3607,OKTA,238.00,241.44,294.00,196.78,1.5M,1.51M,88.13%
